iter	RMSE
534	67.50453924
535	67.4444
536	67.39762462
537	67.35136289
538	67.27417265
539	67.22492975
540	67.17927338
541	67.13936538
542	67.07525746
543	67.01347389
544	66.95561027
545	66.89468437
546	66.84707169
547	66.79777855
548	66.75863196
549	66.70371783
550	66.67007531
551	66.6235401
552	66.56370077
553	66.51782816
554	66.45185224
555	66.4111899
556	66.35110473
557	66.29947713
558	66.25930732
559	66.21044823
560	66.14518193
561	66.10782253
562	66.06014136
563	66.01909309
564	65.97505246
565	65.92926807
566	65.88900726
567	65.82972661
568	65.76109653
569	65.72042719
570	65.67144887
571	65.63816744
572	65.59380905
573	65.54591372
574	65.50923909
575	65.44126011
576	65.40399721
577	65.37454462
578	65.3286315
579	65.2879631
580	65.23874039
581	65.19122578
582	65.13485811
583	65.10457021
584	65.06262447
585	65.02156171
586	64.98884341
587	64.94737924
588	64.90344471
589	64.86573408
590	64.82676794
591	64.79498543
592	64.75251426
593	64.71991704
594	64.66577103
595	64.63121733
596	64.59788866
597	64.56108528
598	64.50570884
599	64.46768367
600	64.4309494
601	64.39751655
602	64.33077372
603	64.29641609
604	64.24843041
605	64.19462871
606	64.14609668
607	64.09419923
608	64.05408392
609	64.00242271
610	63.95501052
611	63.89651235
612	63.85879082
613	63.814232
614	63.76335472
615	63.70605142
616	63.67106808
617	63.63353798
618	63.58023618
619	63.55043178
620	63.50925287
621	63.47559719
622	63.43109465
623	63.38328725
624	63.34561169
625	63.29454155
626	63.26037243
627	63.2190818
628	63.16866068
629	63.13009486
630	63.08594615
631	63.05261793
632	63.0092173
633	62.97514148
634	62.94077862
635	62.91457826
636	62.8877637
637	62.84480398
638	62.80926925
639	62.77735383
640	62.74812713
641	62.71103714
642	62.68116249
643	62.6315218
644	62.60163153
645	62.55721035
646	62.53098286
647	62.49994685
648	62.47564349
649	62.44905175
650	62.41056624
651	62.36737142
652	62.31218684
653	62.2710237
654	62.22784154
655	62.18281965
656	62.1392341
657	62.11058469
658	62.06099614
659	62.0244333
660	61.98768286
661	61.94115307
662	61.89784199
663	61.85355532
664	61.8306467
665	61.78239078
666	61.73604427
667	61.68615896
668	61.65630726
669	61.61735713
670	61.58236291
671	61.53204466
672	61.48949531
673	61.44866953
674	61.41802357
675	61.38374437
676	61.35044349
677	61.30481267
678	61.282576
679	61.25090023
680	61.20358771
681	61.1571146
682	61.11400278
683	61.06757177
684	61.04237447
685	61.00302659
686	60.97470321
687	60.95530208
688	60.90588482
689	60.86530874
690	60.8248944
691	60.80177658
692	60.76941032
693	60.72514975
694	60.68849405
695	60.66762085
696	60.63271248
697	60.59077738
698	60.55233798
699	60.52190368
700	60.49673228
701	60.4696562
702	60.43010501
703	60.38963325
704	60.34812726
705	60.31189835
706	60.28657865
707	60.24532609
708	60.20257057
709	60.16007091
710	60.13183606
711	60.09751994
712	60.07104698
713	60.03625746
714	60.00619295
715	59.97529461
716	59.93650213
717	59.88903987
718	59.86051278
719	59.82977716
720	59.79029144
721	59.76466554
722	59.73612723
723	59.69936663
724	59.66895258
725	59.6390518
726	59.60651532
727	59.56575654
728	59.53535959
729	59.50641105
730	59.47762758
731	59.44266233
732	59.4093497
733	59.36410432
734	59.34197609
735	59.31233858
736	59.28188512
737	59.25811026
738	59.2254398
739	59.18677164
740	59.15150954
741	59.13176791
742	59.10726
743	59.05809977
744	59.02905144
745	58.99161475
746	58.96115682
747	58.92270883
748	58.89130788
749	58.87086533
750	58.84649576
751	58.80967602
752	58.77611318
753	58.74959783
754	58.71301016
755	58.66540062
756	58.63421201
757	58.60606718
758	58.5802317
759	58.55839184
760	58.53459511
761	58.50333993
762	58.48251072
763	58.45254775
764	58.42294065
765	58.39154203
766	58.35789713
767	58.33348606
768	58.30205501
769	58.27943084
770	58.24418976
771	58.21135429
772	58.18114087
773	58.15241386
774	58.1268059
775	58.09024527
776	58.07120527
777	58.03581571
778	57.99727739
779	57.95318775
780	57.93074518
781	57.89387565
782	57.8493691
783	57.82279445
784	57.80212328
785	57.77768875
786	57.75029884
787	57.71073846
788	57.69695808
789	57.65893139
790	57.63055119
791	57.59917867
792	57.57232004
793	57.53827908
794	57.50863365
795	57.48258456
796	57.44823802
797	57.4199775
798	57.39932307
799	57.36798206
800	57.33010142
801	57.30267899
802	57.27843788
803	57.25854958
804	57.23982088
805	57.21780193
806	57.19741392
807	57.16944765
808	57.14548438
809	57.11487472
810	57.08492242
811	57.05565909
812	57.03430166
813	57.01265123
814	56.99118652
815	56.96171264
816	56.92648945
817	56.9016246
818	56.86925269
819	56.83706251
820	56.81679627
821	56.7859433
822	56.76647505
823	56.72855067
824	56.69935684
825	56.6612026
826	56.63105085
827	56.61047017
828	56.58544673
829	56.56480574
830	56.53926682
831	56.51431492
832	56.47120355
833	56.44622739
834	56.41935452
835	56.39131966
836	56.37379244
837	56.34742804
838	56.32692289
839	56.29828824
840	56.26497175
841	56.22963896
842	56.1894456
843	56.14723816
844	56.12104263
845	56.0980344
846	56.06598765
847	56.03646078
848	56.00253908
849	55.97960144
850	55.9604809
851	55.93912109
852	55.90092066
853	55.86152182
854	55.84252104
855	55.81331633
856	55.78879193
857	55.75012013
858	55.72554331
859	55.69928259
860	55.67655795
861	55.64756829
862	55.61626832
863	55.59765974
864	55.57122297
865	55.55611637
866	55.53901302
867	55.50902584
868	55.49021215
869	55.46941078
870	55.44797
871	55.42357156
872	55.40719903
873	55.3827112
874	55.3505404
875	55.31356192
876	55.28316518
877	55.26114094
878	55.23417658
879	55.20561551
880	55.17286131
881	55.14872748
882	55.11665141
883	55.09330422
884	55.07224918
885	55.05613571
886	55.03624655
887	55.01012545
888	54.98393295
889	54.9511288
890	54.92710415
891	54.90390289
892	54.87669633
893	54.85382647
894	54.83385409
895	54.80307613
896	54.7847103
897	54.75341792
898	54.72806636
899	54.69937577
900	54.67629311
901	54.6422612
902	54.61465869
903	54.58933352
904	54.56338906
905	54.52865614
906	54.50852484
907	54.47818106
908	54.45865697
909	54.43098361
910	54.40659514
911	54.37610323
912	54.35588708
913	54.32759869
914	54.29574143
915	54.27675038
916	54.25494524
917	54.23672422
918	54.21262723
919	54.1833537
920	54.16240153
921	54.13897139
922	54.11655704
923	54.09526037
924	54.05394178
925	54.03288425
926	54.01114271
927	53.99345504
928	53.97743701
929	53.95540555
930	53.92241098
931	53.90517724
932	53.88672705
933	53.85189312
934	53.82799753
935	53.79520206
936	53.77610197
937	53.73846451
938	53.7149236
939	53.68309195
940	53.66339755
941	53.64232871
942	53.61720358
943	53.59735
944	53.57922226
945	53.54891937
946	53.52730113
947	53.50776006
948	53.47877925
949	53.45699007
950	53.43891968
951	53.41640495
952	53.38940278
953	53.36194813
954	53.33248112
955	53.30280819
956	53.27401248
957	53.25145854
958	53.2298434
959	53.20093147
960	53.17688261
961	53.14872724
962	53.11925894
963	53.09162149
964	53.06596952
965	53.05180291
966	53.0257076
967	52.99433039
968	52.96765972
969	52.9526453
970	52.93465175
971	52.91362086
972	52.89257927
973	52.87387123
974	52.85566397
975	52.83507729
976	52.80551457
977	52.78203507
978	52.75761562
979	52.73538477
980	52.70828545
981	52.69303561
982	52.67951404
983	52.64794275
984	52.62487279
985	52.60050366
986	52.58114723
987	52.55158683
988	52.51614372
989	52.49699462
990	52.47785803
991	52.45571128
992	52.44096695
993	52.42068016
994	52.39125184
995	52.36817037
996	52.35053027
997	52.32413182
998	52.30060811
999	52.27196068
